	communities
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	4
33	4
34	4
35	4
36	1
37	12
38	1
39	4
40	1
41	1
42	4
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	0
70	0
71	0
72	0
73	0
74	5
75	0
76	1
77	0
78	0
79	1
80	0
81	0
82	0
83	0
84	0
85	1
86	5
87	5
88	1
89	1
90	1
91	5
92	4
93	4
94	1
95	5
96	3
97	3
98	4
99	4
100	3
101	5
102	4
103	4
104	4
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	8
113	1
115	4
116	4
117	3
118	2
119	3
120	3
121	3
124	3
125	3
126	3
127	0
128	5
129	2
130	0
131	5
132	5
133	3
134	4
135	2
136	2
137	5
138	5
139	5
140	2
141	0
142	5
143	4
144	0
145	2
146	5
147	2
148	5
149	3
150	3
152	3
153	3
154	2
155	3
156	3
157	4
158	3
159	6
160	2
161	0
162	2
163	2
164	2
165	2
166	4
167	4
168	2
169	4
170	4
171	2
172	4
173	2
174	2
175	4
176	2
177	5
178	2
179	2
180	2
181	2
182	2
183	2
184	2
185	2
186	2
187	2
188	2
189	1
190	2
191	2
192	2
193	2
194	2
195	2
196	2
197	2
198	2
199	2
200	2
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
211	0
212	0
213	0
214	6
215	0
216	0
217	6
218	0
219	0
220	0
221	0
222	0
223	0
224	6
225	0
226	0
227	0
228	2
229	0
230	0
231	3
232	2
233	10
235	1
236	1
237	6
238	2
239	1
240	1
241	4
242	1
243	1
244	1
246	1
247	1
248	1
249	1
250	1
254	1
257	1
258	1
259	1
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	0
272	0
273	0
275	0
277	0
279	1
280	0
281	0
282	0
283	1
284	0
285	2
287	6
288	0
289	1
291	1
292	1
293	5
294	3
295	2
296	2
297	7
298	7
302	3
303	3
304	4
305	1
306	9
307	1
308	1
309	15
310	1
311	1
312	1
313	1
314	1
315	0
316	1
317	1
318	1
320	3
321	3
322	3
324	2
325	3
326	3
327	3
328	3
329	3
330	3
331	3
334	2
336	0
337	2
338	2
339	0
340	4
343	2
344	7
345	5
346	0
347	0
348	2
350	0
355	5
356	2
357	2
358	2
359	5
360	1
361	5
362	2
364	2
365	7
366	2
367	3
368	3
369	3
371	2
372	3
373	3
374	3
375	3
376	11
377	4
378	4
379	2
380	2
381	14
382	2
383	2
384	1
385	2
386	2
387	2
388	2
389	2
390	2
391	8
392	2
393	2
394	2
395	2
396	2
397	2
398	2
399	2
400	2
401	3
402	1
403	0
405	0
406	3
407	0
408	2
409	2
504	4
505	7
506	4
507	4
508	3
509	3
511	4
515	13
516	8
517	4
518	4
519	3
521	4
601	3
602	3
603	3
604	3
605	3
606	3
