	communities
2	2
3	0
4	6
5	0
6	0
7	2
8	0
9	0
10	0
11	0
12	0
13	2
14	0
15	0
16	2
18	0
19	0
20	2
21	0
22	6
24	0
25	0
26	6
27	0
28	6
29	0
30	6
31	3
32	2
33	3
34	2
35	2
36	0
38	2
41	0
49	2
54	2
55	2
56	2
63	3
64	2
70	0
73	3
75	3
77	2
78	2
81	3
82	3
83	3
84	3
85	3
87	2
88	2
90	2
97	8
98	5
99	25
100	2
101	2
102	21
103	18
105	12
106	1
107	2
108	2
109	2
110	2
111	2
112	3
114	4
124	1
125	8
127	3
134	4
135	3
137	3
138	7
139	3
140	2
141	2
142	1
143	15
144	3
145	3
146	2
147	2
148	2
150	1
152	1
155	2
158	4
160	8
162	22
166	16
168	1
169	4
171	1
173	1
174	1
176	1
177	1
178	1
179	1
180	1
181	1
183	1
184	1
186	2
187	2
188	2
189	2
190	2
191	1
192	1
193	2
194	8
195	1
196	4
197	2
198	2
199	3
200	1
201	9
202	4
203	0
204	0
205	6
206	0
207	6
208	0
209	0
210	0
211	0
212	6
213	0
214	6
215	0
216	0
217	6
218	0
219	0
220	0
221	0
222	0
223	0
224	6
225	0
226	0
227	0
228	0
229	0
230	3
231	9
232	5
233	0
234	0
235	0
236	0
237	0
238	17
239	0
240	0
241	0
242	0
243	0
244	5
245	0
246	0
247	10
248	0
249	0
250	2
251	0
252	0
253	0
254	2
255	0
256	0
257	0
258	0
259	0
260	2
261	0
262	19
263	0
264	0
265	0
266	2
267	3
268	0
269	0
270	0
271	0
272	3
273	0
274	1
275	3
276	0
277	3
278	3
279	0
280	1
281	3
282	3
283	0
284	3
285	3
286	3
287	3
288	3
289	3
290	0
291	2
292	2
293	1
294	5
295	0
296	0
297	0
298	0
299	7
300	7
301	11
302	23
303	5
304	5
305	5
306	1
307	5
308	5
309	5
310	1
311	2
312	2
313	1
314	2
315	24
316	7
317	2
318	2
319	4
320	4
322	4
324	1
325	4
326	4
327	13
328	4
329	26
331	9
332	1
333	1
334	1
335	3
336	1
337	1
338	1
339	4
340	1
341	1
342	1
343	1
344	5
345	1
346	1
347	1
348	1
349	1
350	1
351	1
352	1
353	7
354	1
355	2
356	6
357	1
358	2
359	2
360	1
361	1
362	0
363	0
364	7
365	5
366	1
367	4
368	4
369	4
370	4
371	4
372	4
373	1
374	5
375	4
376	1
377	1
378	1
379	4
380	1
381	1
382	1
383	1
384	9
385	1
386	1
387	1
388	1
389	1
390	1
391	1
392	1
393	1
394	1
395	1
396	1
397	1
398	2
399	1
400	1
401	8
402	14
403	20
404	3
405	1
406	3
407	1
408	3
409	3
410	1
504	2
505	1
506	4
507	2
508	9
509	2
511	4
515	0
516	1
517	1
518	2
519	4
521	4
601	4
602	4
603	4
604	2
605	2
606	2
