	communities
1	2
2	2
3	0
4	0
5	0
6	0
7	3
8	0
9	0
10	0
11	0
12	1
13	26
14	1
15	1
16	7
17	0
18	0
19	3
20	1
21	0
22	0
23	0
24	0
25	0
26	2
27	0
28	0
29	0
30	0
31	35
32	14
33	9
34	2
35	0
36	2
37	3
38	44
39	0
40	0
41	2
42	0
43	0
44	2
45	0
46	12
47	0
48	2
49	0
50	33
51	5
52	29
53	2
54	0
55	2
56	0
57	20
58	3
59	2
60	41
61	0
62	22
63	2
64	2
65	0
66	43
67	2
68	10
69	0
70	3
71	0
72	2
73	3
74	0
75	3
76	30
77	3
78	3
79	2
80	3
81	0
82	32
83	0
84	2
85	0
86	31
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	1
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	1
107	0
108	0
109	0
110	0
111	0
112	0
113	0
115	1
117	1
118	1
119	0
120	4
121	1
124	1
125	4
126	1
127	1
128	0
129	0
130	1
131	1
132	0
133	1
134	1
135	1
136	0
137	0
138	1
139	0
140	1
141	1
142	0
143	42
144	17
145	1
146	0
147	1
148	1
149	1
150	1
151	1
152	1
153	38
154	1
155	1
156	37
157	1
158	1
159	1
160	1
161	0
162	1
163	1
164	1
165	1
166	1
167	1
168	1
169	1
170	1
171	1
172	1
173	1
174	1
175	0
176	1
177	36
178	1
179	1
180	1
181	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	19
190	1
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	1
200	1
201	2
202	2
203	2
204	1
205	0
206	0
207	2
208	1
209	1
210	1
211	0
212	0
213	1
214	0
215	3
216	2
217	2
218	1
219	0
220	0
221	3
222	3
223	0
224	2
225	0
226	0
227	0
228	0
229	0
230	0
231	11
232	39
233	23
234	0
235	0
236	2
237	2
238	28
239	0
240	2
241	0
242	0
243	2
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	25
252	0
253	2
254	0
255	2
256	4
257	27
258	0
259	2
260	2
261	2
262	2
263	13
264	15
265	34
266	0
267	2
268	2
269	8
270	2
271	24
272	1
273	1
274	0
275	0
276	0
277	0
278	0
279	0
280	3
281	0
282	0
283	0
284	0
285	1
286	0
287	16
288	0
289	0
290	18
291	0
292	0
293	0
294	1
295	6
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
320	0
322	0
324	1
325	0
326	1
327	1
328	0
329	0
331	1
332	1
333	0
334	1
335	0
336	0
337	1
339	1
340	0
341	0
342	1
343	1
344	0
345	0
346	1
347	1
348	40
349	1
350	1
351	21
352	1
353	1
354	1
355	3
356	1
357	1
358	1
359	0
360	0
361	1
362	0
363	0
364	1
365	0
366	1
367	1
368	1
369	1
370	1
371	1
372	1
373	1
374	1
375	1
376	1
377	1
378	1
379	1
380	1
381	1
382	1
383	1
384	4
385	1
386	1
387	1
388	1
389	1
390	1
391	1
392	1
393	1
394	1
395	1
396	1
397	1
398	1
399	1
400	1
401	0
402	0
403	3
405	1
406	0
407	1
408	1
409	1
504	2
505	1
506	1
507	1
508	2
509	2
511	1
515	2
516	1
517	1
518	0
519	2
521	2
601	2
602	2
603	2
604	2
605	2
606	2
