	communities
1	0
2	0
3	3
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	1
13	0
14	1
15	16
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	1
33	21
34	23
35	0
36	0
37	18
38	1
39	24
40	8
41	41
42	0
43	2
44	0
45	2
46	0
47	1
48	2
49	38
50	39
51	0
52	0
53	0
54	3
55	0
56	9
57	0
58	0
59	0
60	44
61	0
62	3
63	33
64	3
65	0
66	3
67	0
68	0
70	1
71	0
72	6
73	0
74	0
75	0
76	0
77	1
78	1
79	0
80	54
81	0
82	3
83	0
84	0
85	0
86	1
87	0
88	0
89	4
90	0
91	1
92	0
93	1
94	0
95	1
96	1
97	1
98	25
99	1
100	1
101	0
102	0
103	10
104	7
105	1
106	1
107	36
108	3
109	49
110	1
111	0
112	0
113	1
124	1
127	0
128	1
129	1
130	1
131	1
132	1
133	1
135	1
136	1
137	1
138	1
139	1
140	1
141	1
142	1
143	1
144	0
145	0
146	1
147	1
148	1
149	1
152	1
153	1
154	1
155	1
156	1
157	1
158	4
159	1
160	2
161	0
162	2
163	1
164	1
165	1
166	1
167	1
168	1
170	1
171	1
172	1
173	1
174	1
175	1
176	1
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	1
185	1
186	1
187	4
188	1
189	1
190	0
191	0
192	1
193	19
194	0
195	2
196	1
197	1
198	1
199	47
200	5
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	3
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	3
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	2
232	0
233	28
234	34
235	31
236	26
237	12
238	1
239	45
240	1
241	37
242	3
243	32
244	29
245	0
246	2
247	0
248	2
249	0
250	0
251	0
252	50
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	3
263	11
264	48
265	0
266	0
267	0
268	3
269	0
270	0
271	0
272	0
273	2
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	1
295	2
296	1
297	35
298	53
299	0
300	51
301	0
302	3
303	43
304	0
305	15
306	3
307	46
308	0
309	22
310	4
311	3
312	3
313	30
314	1
315	0
316	0
317	1
318	2
332	1
333	1
334	1
335	0
336	1
337	1
339	1
340	1
342	1
343	1
344	1
345	1
346	1
347	1
348	1
349	1
350	1
351	1
352	1
353	1
354	1
355	2
356	0
357	2
358	1
359	1
360	1
361	1
362	2
363	2
364	1
365	1
366	1
367	1
368	1
369	17
370	1
371	2
372	0
373	1
374	42
375	1
376	1
377	1
378	1
379	1
380	1
381	1
382	1
383	1
384	14
385	1
386	1
387	1
388	2
389	1
390	1
391	1
392	0
393	40
394	0
395	1
396	2
397	1
398	1
399	1
400	0
401	0
402	0
403	1
404	0
405	1
406	1
407	1
408	1
409	1
410	1
504	20
505	1
506	27
507	1
508	1
509	1
515	52
516	1
517	13
518	2
519	1
601	1
602	1
603	1
604	1
605	1
606	1
