1	subcortical
4	Vis
2	Cont
0	SomMot
3	Default
7	DorsAttn
5	Default
23	Default
21	Default
22	SomMot
13	SomMot
11	SomMot
14	SomMot
15	SomMot
18	SomMot
9	SomMot
8	SomMot
20	SomMot
19	SalVentAttn
16	SalVentAttn
25	SalVentAttn
6	SalVentAttn
10	Cont
17	Default
24	Default
12	subcortical
