	communities
1	0
2	0
3	0
4	0
5	1
6	0
7	0
8	0
9	1
10	1
11	1
12	0
13	1
14	0
15	4
16	1
17	0
18	1
19	0
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	3
33	3
34	3
35	28
36	3
37	11
38	3
39	19
40	4
41	25
42	30
43	35
44	41
45	3
46	1
47	3
48	3
49	1
50	3
51	1
52	1
53	1
54	1
55	3
56	3
57	3
58	1
59	1
60	1
61	3
62	3
63	1
64	3
65	3
66	3
67	3
68	1
69	0
70	0
71	0
72	4
73	0
74	1
75	2
76	1
77	2
78	2
79	1
80	2
81	1
82	2
83	1
84	1
85	1
86	0
87	3
88	3
89	0
90	39
91	3
92	16
93	10
94	2
95	17
96	0
97	0
98	3
99	2
100	0
101	0
102	12
103	2
104	4
105	2
106	0
107	3
108	3
109	1
110	0
111	1
112	3
113	3
115	0
116	2
118	0
119	0
120	0
121	0
123	0
124	0
125	0
126	0
127	2
128	2
129	2
130	2
131	2
132	2
133	0
134	2
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	1
145	1
146	21
147	2
148	0
149	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	4
160	5
161	1
162	5
163	2
164	2
165	2
166	0
167	2
168	2
169	2
170	2
171	0
172	2
173	0
174	0
175	2
176	0
177	3
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	5
191	1
192	22
193	2
194	1
195	5
196	40
197	37
198	5
199	5
200	9
201	0
202	0
205	1
206	1
207	0
208	1
210	0
211	1
212	1
213	0
214	1
215	1
216	1
217	1
218	0
219	1
220	1
221	2
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	31
232	15
233	27
234	3
235	33
236	1
237	2
238	13
239	3
240	1
241	24
242	7
243	1
244	2
250	1
252	1
253	1
254	3
255	1
256	1
257	1
258	1
259	1
260	3
261	1
262	1
263	3
264	3
265	1
266	3
267	1
268	3
269	3
270	1
272	0
273	4
274	1
275	1
277	1
278	1
279	1
280	1
281	1
282	1
283	1
284	1
285	1
286	1
287	1
288	1
289	1
291	1
292	1
293	2
294	4
295	42
296	23
297	1
302	2
303	29
304	3
305	3
306	2
307	14
308	26
309	5
311	3
312	3
313	1
314	0
315	1
316	1
317	3
318	4
320	20
321	2
322	2
324	0
325	0
327	0
328	0
329	0
330	0
331	0
332	2
333	2
334	1
336	2
337	2
338	0
339	0
340	2
341	0
343	0
347	2
348	0
350	0
355	0
356	1
357	2
358	2
359	18
360	0
361	0
362	4
363	1
364	4
365	34
366	2
367	0
368	0
369	0
370	4
371	8
372	4
373	4
374	4
375	2
376	2
378	2
379	2
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	1
393	32
394	1
395	36
396	4
397	2
398	5
399	2
400	38
401	0
402	0
403	0
405	0
406	0
409	0
504	0
505	0
506	0
507	3
508	0
509	0
511	2
515	2
516	2
517	6
518	2
519	0
521	2
601	0
602	0
603	0
604	0
605	0
606	0
