	communities
1	2
2	2
3	2
4	2
5	2
6	2
7	13
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2
17	2
18	2
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	2
34	1
35	1
36	1
38	5
41	1
49	1
50	1
53	1
54	1
55	9
56	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	2
70	3
71	3
72	2
73	2
75	2
76	3
77	3
78	2
79	3
80	3
81	2
82	2
83	6
84	1
85	1
87	3
88	1
89	3
93	5
96	1
97	4
98	1
99	5
101	1
102	1
103	1
104	1
105	3
106	1
107	1
108	1
109	10
110	1
111	1
112	16
113	1
114	0
115	4
116	0
117	0
118	0
123	2
124	4
125	1
126	4
127	2
129	0
130	0
131	0
132	3
134	3
135	0
136	3
137	3
138	0
139	3
140	0
141	3
142	0
143	0
144	2
145	0
146	3
147	0
148	0
154	0
155	0
158	0
159	6
160	6
161	2
162	0
163	0
164	0
165	0
166	0
167	6
168	0
169	0
170	4
171	0
172	0
173	0
174	0
176	0
177	3
178	0
179	0
180	0
181	0
183	0
184	0
186	3
187	3
188	0
189	1
190	2
191	2
192	0
193	0
194	0
195	0
196	0
197	0
198	8
199	0
200	0
201	2
202	2
203	2
204	2
205	2
206	2
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	2
216	2
217	2
218	2
219	2
220	2
221	2
222	2
223	2
224	2
225	2
226	2
227	2
228	2
229	2
230	2
231	1
232	5
233	1
234	1
235	11
236	1
237	1
238	5
239	1
240	1
241	1
242	1
243	1
244	1
245	12
246	15
247	1
248	1
249	1
250	14
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	1
259	1
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	2
272	6
273	2
274	2
275	2
276	1
277	2
278	3
279	6
280	2
281	3
282	2
283	1
284	2
285	0
286	2
287	2
288	2
289	1
290	1
291	3
292	1
293	3
294	5
295	4
296	5
297	1
298	1
299	1
300	3
301	2
302	4
303	1
304	1
305	4
306	1
307	4
308	1
309	1
310	3
311	3
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	0
320	4
321	0
322	3
323	0
324	0
325	4
327	4
328	4
329	4
330	2
331	2
332	0
333	3
334	2
335	3
336	3
337	0
338	0
339	0
340	3
341	0
342	0
343	0
344	0
345	3
346	3
347	3
348	5
349	3
350	0
351	0
352	3
353	5
354	3
355	3
356	2
357	0
358	0
359	3
360	3
361	3
362	5
363	2
364	0
365	5
366	0
367	0
368	0
369	4
370	0
371	0
372	5
373	0
374	5
375	0
376	0
377	0
378	3
379	0
380	0
381	0
382	0
383	0
384	3
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	2
393	0
394	2
395	0
396	0
397	0
398	0
399	0
400	0
401	1
402	1
403	2
404	1
405	0
406	7
407	0
408	0
409	0
410	0
504	7
505	0
506	1
507	1
508	4
509	4
511	0
515	5
516	0
517	1
518	5
519	4
521	0
601	4
602	4
603	4
604	1
605	4
606	1
