	communities
3	3
4	3
5	3
6	3
8	3
9	7
10	3
11	3
13	3
15	0
16	3
18	3
19	3
20	7
21	3
22	8
24	3
25	3
26	5
27	3
29	3
30	3
31	3
32	4
33	4
34	1
35	1
36	1
38	3
39	1
41	1
47	3
48	3
49	1
50	11
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
73	3
75	3
77	3
78	3
81	3
82	3
83	1
84	1
85	1
86	4
87	1
88	1
89	7
90	4
91	4
97	1
98	1
99	2
100	3
101	2
102	1
103	1
106	2
107	2
108	1
109	1
110	2
111	1
112	1
113	1
115	5
117	0
118	0
124	1
125	1
134	0
137	0
138	0
140	2
141	4
142	2
143	1
144	3
145	4
146	4
147	1
148	0
155	4
156	1
158	3
160	3
162	0
168	0
169	0
171	0
173	0
174	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	4
194	0
195	0
196	0
197	1
198	1
199	0
200	1
201	3
202	3
203	3
204	3
205	3
206	3
207	8
208	3
209	3
210	3
211	3
212	3
213	7
214	0
215	3
216	3
217	0
218	3
219	3
220	5
221	3
222	3
223	3
224	5
225	3
226	3
227	3
228	3
229	3
230	3
231	2
232	0
233	2
234	2
235	2
236	2
237	2
238	2
239	2
240	2
241	2
242	2
243	2
244	2
245	2
246	2
247	2
248	2
249	2
250	1
251	2
252	2
253	6
254	1
255	2
256	2
257	1
258	1
259	1
260	1
261	3
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	3
272	3
273	2
274	4
275	3
276	6
277	3
278	6
279	1
280	3
281	3
282	3
283	3
284	3
285	4
286	3
287	1
288	3
289	1
290	2
291	3
292	1
293	2
294	4
295	2
296	2
297	2
298	2
299	1
300	1
301	2
302	2
303	2
304	2
305	2
306	2
307	2
308	2
309	2
310	2
311	2
312	2
313	1
314	2
315	1
316	1
317	2
318	2
319	0
320	0
321	0
322	2
323	0
324	0
327	6
329	3
330	0
331	1
332	0
333	4
334	4
335	4
336	4
337	4
338	0
339	0
340	2
341	0
342	0
343	0
344	2
345	2
346	2
347	2
348	0
349	2
350	2
351	2
352	0
353	2
354	0
355	2
356	3
357	4
358	1
359	2
360	0
361	0
362	2
363	0
364	0
365	4
366	0
367	5
368	0
369	5
370	0
371	0
372	2
373	0
374	0
375	5
376	0
377	0
378	2
379	0
380	0
381	0
382	0
383	0
384	2
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	1
394	0
395	0
396	0
397	0
398	1
399	0
400	4
401	1
402	1
403	9
404	1
405	0
406	1
407	0
408	0
409	4
410	0
504	1
505	2
506	1
507	1
508	1
509	1
511	0
515	1
516	2
517	2
518	1
519	12
521	0
601	2
602	10
603	2
604	1
605	1
606	1
