	communities
1	3
2	38
3	13
4	0
5	0
6	17
7	2
8	30
9	23
10	0
11	0
12	9
13	6
14	5
15	3
16	0
17	7
18	3
19	0
20	37
21	3
22	0
23	4
24	0
25	0
26	0
27	0
28	4
29	0
30	0
31	2
32	4
33	0
34	0
35	0
36	0
37	4
38	0
39	1
40	1
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
70	2
71	2
72	1
73	2
74	6
75	2
76	0
77	2
78	2
79	0
80	2
81	2
82	0
83	2
84	0
85	0
86	1
87	2
88	2
89	2
90	2
91	2
92	0
93	31
94	1
95	2
96	1
97	3
98	3
99	10
100	3
101	2
102	0
103	2
104	34
105	2
106	21
107	19
108	12
109	0
110	2
111	0
112	4
113	0
124	1
125	1
127	2
128	2
129	2
130	1
131	2
132	2
133	2
135	1
136	3
137	3
138	2
139	2
140	2
141	1
142	3
143	28
144	4
145	1
146	2
147	2
148	2
149	1
150	1
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	4
160	1
161	4
162	1
163	1
164	1
165	1
166	29
167	8
168	1
169	1
170	1
171	1
172	5
173	0
174	20
175	2
177	26
178	1
179	1
180	1
181	11
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	4
191	0
192	1
193	2
194	4
195	1
196	1
197	2
198	22
199	1
200	1
202	14
203	36
204	15
205	3
206	0
207	3
208	32
209	27
210	0
211	0
212	0
213	0
214	0
215	3
216	0
217	4
218	6
219	3
220	0
221	3
222	2
223	3
224	0
225	0
226	0
227	2
228	0
229	0
230	2
231	3
232	1
233	0
234	0
235	0
236	0
237	0
238	1
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	1
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
272	2
273	1
274	1
275	2
276	0
277	0
278	2
279	0
280	2
281	2
282	2
283	0
284	2
285	2
286	0
287	4
288	2
289	0
290	2
291	2
292	2
293	2
294	1
295	1
296	4
297	0
298	0
299	0
300	33
301	2
302	1
303	2
304	35
305	0
306	2
307	0
308	0
309	2
310	2
311	2
312	2
313	18
314	2
315	2
316	0
317	0
318	2
324	1
327	1
332	2
333	2
334	2
335	2
336	2
337	2
339	2
340	2
341	2
342	2
343	1
344	2
345	2
346	1
347	1
348	4
349	1
350	2
351	2
352	2
353	2
354	1
355	2
356	4
357	1
358	2
359	2
360	25
361	1
362	1
363	1
364	1
365	2
366	1
367	1
368	1
369	1
370	1
371	1
372	1
373	1
374	1
375	1
376	1
377	1
378	5
379	1
380	1
381	24
382	1
383	1
384	5
385	1
386	1
387	1
388	4
389	1
390	1
391	1
392	1
393	4
394	4
395	1
396	1
397	2
398	16
399	1
400	1
401	3
402	3
403	2
405	2
406	2
407	1
408	1
409	2
410	1
504	5
505	3
506	3
507	3
508	1
509	3
515	2
516	3
517	3
518	3
519	2
601	1
602	1
603	1
605	1
606	3
