	communities
1	2
2	3
3	2
4	3
5	2
6	2
7	0
8	2
9	2
10	3
11	2
12	2
13	3
14	2
15	2
16	3
17	2
18	2
19	2
20	0
21	2
22	48
23	2
24	2
25	2
26	8
27	2
28	2
29	2
30	1
31	15
32	36
33	22
34	0
35	1
36	3
37	33
38	37
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	13
47	1
48	1
49	1
50	1
51	30
52	2
53	2
54	1
55	4
56	1
57	2
58	32
59	49
60	11
61	20
62	18
63	2
64	0
65	42
66	28
67	45
68	17
69	2
70	2
71	2
72	2
73	2
74	1
75	2
76	1
77	2
78	2
79	58
80	2
81	2
82	2
83	4
84	16
85	56
86	2
87	2
88	2
89	39
90	2
91	2
92	1
93	1
94	1
95	1
96	1
97	40
98	1
99	1
100	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	4
113	1
118	0
119	0
120	3
121	0
124	0
125	1
126	10
127	0
128	1
129	5
130	0
131	0
132	5
133	2
134	2
135	2
136	2
137	2
138	1
139	2
140	34
141	2
142	1
143	1
144	6
145	0
146	5
147	0
148	5
149	0
150	0
152	0
153	1
154	5
155	0
156	0
157	5
158	1
159	7
160	0
161	50
162	0
163	0
164	0
165	0
166	1
167	5
168	0
170	0
171	2
172	1
173	0
174	0
175	1
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	2
186	66
187	0
188	0
189	1
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	6
198	0
199	0
200	0
201	3
202	0
203	2
204	2
205	2
206	2
207	0
208	2
209	2
210	2
211	2
212	3
213	2
214	3
215	2
216	2
217	0
218	2
219	2
220	6
221	2
222	2
223	2
224	53
225	2
226	2
227	2
228	1
229	2
230	2
231	67
232	0
233	61
234	1
235	1
236	1
237	1
238	3
239	1
240	43
241	1
242	1
243	1
244	1
245	55
246	1
247	12
248	1
249	1
250	1
251	4
252	4
253	4
254	1
255	4
256	4
257	4
258	2
259	52
260	24
261	14
262	2
263	4
264	1
265	1
266	27
267	1
268	60
269	57
270	46
271	2
272	2
273	0
274	0
275	2
276	19
277	2
278	21
279	4
280	2
281	2
282	2
283	51
284	2
285	0
286	2
287	4
288	2
289	65
290	25
291	2
292	44
293	2
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	23
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	41
315	63
316	1
317	35
318	29
324	0
325	3
327	3
329	3
332	0
333	1
334	2
335	1
336	6
337	0
339	0
340	1
341	0
342	2
343	4
344	2
345	2
346	38
347	64
348	1
349	0
350	2
351	4
352	0
353	26
354	0
355	31
356	0
357	0
358	0
359	0
360	0
361	62
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	1
370	0
371	0
372	1
373	1
374	1
375	0
376	0
377	0
378	1
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	68
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	3
402	2
403	2
404	2
405	2
406	2
407	2
408	2
409	2
410	0
504	1
505	9
506	1
507	1
508	54
509	0
511	3
515	0
516	47
517	1
518	1
519	0
521	59
601	0
602	6
603	3
604	0
605	3
606	3
