	communities
1	1
2	0
3	2
4	0
5	1
6	0
7	1
8	0
9	0
10	0
11	0
12	0
13	47
14	0
15	0
16	0
17	0
18	0
19	0
20	1
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	8
30	32
31	0
32	0
33	0
34	9
35	0
36	1
37	0
38	0
39	1
40	1
41	1
42	1
43	0
44	1
45	1
46	1
47	0
48	0
49	2
50	27
51	0
52	15
53	0
54	1
55	0
56	0
57	34
58	0
59	0
60	26
61	0
62	0
63	25
64	0
65	0
66	0
67	23
68	0
70	12
71	2
72	4
73	5
74	2
75	1
76	1
77	0
78	0
79	0
80	0
81	0
82	0
83	4
84	44
85	0
86	2
87	2
88	0
89	0
90	0
91	0
92	1
93	0
94	1
95	1
96	3
97	0
98	0
99	0
100	4
101	1
102	0
103	0
104	4
105	0
106	1
107	1
108	0
109	1
110	2
111	30
112	1
113	0
118	0
120	0
124	1
125	1
126	0
127	0
128	5
129	1
130	0
131	0
132	0
134	1
135	0
136	0
137	1
138	1
139	2
140	2
141	2
142	1
143	0
144	36
145	42
146	1
147	1
148	1
149	1
150	3
152	0
153	0
154	1
155	0
156	0
157	1
158	1
159	0
160	1
161	3
162	1
163	1
164	0
165	0
166	0
167	0
168	1
169	1
170	5
171	0
172	0
173	1
174	1
175	0
176	3
177	1
178	1
179	1
180	1
181	1
182	24
183	1
184	1
185	0
186	3
187	3
188	6
189	0
190	0
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	1
200	1
201	1
202	0
203	11
204	0
205	2
206	1
207	14
208	1
209	2
210	0
211	0
212	4
213	0
214	4
215	0
216	1
217	1
218	0
219	0
220	2
221	0
222	1
223	0
224	1
225	28
226	2
227	2
228	31
229	2
230	38
231	0
232	1
233	0
234	0
235	1
236	1
237	0
238	1
239	1
240	45
241	0
242	0
243	1
244	41
245	0
246	0
247	4
248	0
249	0
250	1
251	0
252	21
253	1
254	0
255	0
256	20
257	1
258	0
259	0
260	0
261	0
262	1
263	43
264	0
265	1
266	0
267	33
268	0
269	0
270	0
272	1
273	3
274	0
275	1
276	0
277	0
278	2
279	1
280	1
281	2
282	1
283	1
284	16
285	0
286	2
287	7
288	0
289	18
290	10
291	48
292	2
293	29
294	4
295	22
296	1
297	0
298	40
299	1
300	1
301	2
302	4
303	0
304	0
305	0
306	0
307	4
308	0
309	0
310	1
311	2
312	0
313	1
314	0
315	2
316	1
317	0
318	0
324	1
325	0
327	0
328	0
332	3
333	13
334	0
335	0
336	0
337	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	1
349	1
350	1
351	1
352	19
353	37
354	3
355	0
356	1
357	1
358	1
359	1
360	46
361	0
362	0
363	1
364	1
365	1
366	1
367	0
368	0
369	0
370	0
371	0
372	0
373	1
374	1
375	0
376	1
377	0
378	0
379	1
380	3
381	1
382	49
383	1
384	1
385	0
386	1
387	0
388	1
389	39
390	17
391	0
392	1
393	3
394	1
395	1
396	1
397	1
398	1
399	1
400	1
401	0
402	0
403	3
404	1
405	1
406	1
407	1
408	1
409	1
410	1
504	1
505	1
506	1
507	1
508	1
509	1
515	1
516	35
517	0
518	1
519	1
601	1
602	1
603	0
604	0
605	1
606	0
