	communities
8	1
10	4
11	4
15	1
16	4
18	4
19	4
20	4
21	4
22	4
24	4
25	4
26	4
27	1
28	2
29	4
30	4
31	2
32	1
34	4
35	0
36	0
38	0
39	0
41	0
43	3
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
72	1
73	2
74	0
75	2
76	0
77	2
78	2
79	0
80	2
81	2
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	3
91	0
92	4
97	1
98	1
99	3
100	1
101	2
102	3
103	3
104	7
105	3
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
115	1
117	1
118	1
120	1
121	1
124	1
125	1
127	2
128	0
130	2
131	2
132	2
134	1
135	1
136	2
137	2
138	0
139	2
140	2
142	0
143	1
144	2
145	2
146	0
147	5
148	0
153	1
155	3
158	1
160	3
166	1
167	1
168	3
169	3
170	1
171	3
172	3
173	3
174	3
175	2
176	2
177	0
178	3
179	0
180	0
181	0
183	0
184	0
185	2
186	0
187	0
188	0
189	0
190	5
191	23
192	2
193	5
194	2
195	3
196	3
197	21
198	0
199	2
200	3
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	4
215	4
216	1
217	4
218	1
219	4
220	4
221	1
222	1
223	4
224	4
225	4
226	4
227	4
228	4
229	4
230	2
231	1
232	1
233	1
234	1
235	22
236	13
237	3
238	3
239	11
240	14
241	15
242	18
243	9
244	8
245	20
246	3
247	3
248	0
249	3
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	1
272	1
273	1
274	2
275	2
276	7
277	2
278	0
279	0
280	2
281	2
282	2
283	0
284	2
285	2
286	4
287	0
288	0
289	0
290	0
291	0
292	0
293	2
294	1
295	3
296	3
297	19
298	16
299	25
300	2
301	2
302	1
303	1
304	1
305	1
306	1
307	6
308	1
309	1
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
320	1
321	1
323	1
324	1
327	1
329	1
331	1
332	2
333	2
334	2
335	0
336	2
337	2
338	1
339	2
340	1
341	1
342	1
343	3
344	1
345	2
346	2
347	2
348	3
349	2
350	3
351	0
352	2
353	2
354	0
355	0
356	2
357	2
358	4
359	10
360	0
361	0
362	1
363	3
364	3
365	2
366	3
367	1
368	1
369	1
370	1
371	1
372	1
373	1
374	1
375	1
376	1
377	1
378	1
379	1
380	3
381	3
382	3
383	3
384	17
385	3
386	0
387	0
388	0
389	0
390	0
391	0
392	24
393	2
394	2
395	2
396	3
397	2
398	0
399	3
400	3
401	1
402	1
403	1
404	1
405	1
406	1
407	1
408	1
409	1
410	1
504	12
505	5
506	1
507	4
508	1
509	1
511	6
515	4
516	1
517	1
518	1
519	1
521	1
601	1
602	1
603	1
604	1
605	1
606	1
