	communities
1	1
2	0
3	1
4	1
5	1
6	1
7	3
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	0
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
33	3
34	3
35	4
36	3
37	3
38	3
39	4
41	3
45	4
46	3
47	5
48	4
49	5
50	5
52	3
53	3
54	3
55	5
56	2
57	5
58	3
59	3
60	3
61	5
62	3
63	3
64	5
65	2
66	5
67	1
68	5
70	1
71	3
72	0
73	8
74	3
75	3
76	3
77	3
78	3
79	3
80	3
81	1
82	1
83	1
84	1
85	3
86	4
87	2
88	5
89	2
90	4
91	4
92	3
93	3
95	3
96	3
97	4
98	4
99	4
100	4
101	4
102	4
103	4
106	4
107	2
108	2
109	3
110	2
111	3
112	3
113	2
117	0
126	0
127	3
128	3
129	3
130	0
131	3
132	3
136	4
137	1
139	4
140	4
141	4
142	4
143	4
144	1
145	3
146	2
147	3
148	2
155	0
158	7
160	0
161	3
162	0
163	3
164	0
165	0
168	0
169	0
172	4
174	0
175	4
177	0
178	0
179	0
180	0
181	4
183	0
184	0
185	4
187	5
188	0
189	2
190	0
191	0
192	0
193	3
194	1
195	0
196	0
197	3
198	2
199	0
200	0
201	2
202	0
203	1
204	1
205	1
206	1
207	6
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	0
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	4
232	0
233	3
234	2
235	5
236	2
237	6
238	0
239	5
240	5
241	5
242	5
243	5
244	5
245	5
246	5
247	5
248	5
249	5
250	2
251	5
252	5
253	4
254	2
255	5
256	5
257	6
258	5
259	5
260	7
261	2
262	6
263	5
264	5
265	11
266	2
267	1
268	5
269	5
270	5
271	6
272	4
273	12
274	0
275	3
276	3
277	1
278	2
279	3
280	0
281	3
282	1
283	5
284	1
285	1
286	1
287	3
288	1
289	1
290	2
291	2
292	2
293	2
294	0
295	5
296	2
297	5
298	5
299	3
300	9
301	2
302	4
303	2
304	4
305	2
306	2
307	2
308	10
309	2
310	2
311	2
312	2
313	3
314	2
315	3
316	2
317	2
318	2
323	0
324	0
325	0
326	0
327	0
328	0
329	0
331	0
332	0
333	2
334	0
335	2
336	2
337	0
338	0
339	0
340	2
341	0
342	0
343	0
344	2
345	2
346	0
347	2
348	1
349	0
350	2
351	2
352	0
353	2
354	0
355	2
356	1
357	0
358	1
359	2
360	2
361	2
362	2
363	0
364	0
365	2
366	0
367	0
368	0
369	0
370	0
371	0
372	2
373	0
374	0
375	0
376	0
377	0
378	2
379	0
380	0
381	0
382	0
383	0
384	2
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	3
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	1
402	1
403	0
404	1
405	0
406	1
407	0
408	0
409	0
410	0
504	4
505	4
506	4
507	4
508	0
509	0
511	4
515	2
516	2
517	2
518	4
519	0
521	0
601	4
603	4
604	4
605	4
606	4
