1	Vis
8	Vis
0	Default
4	Vis
21	SomMot
2	Default
24	SomMot
17	SomMot
25	SomMot
14	SomMot
3	SomMot
26	SomMot
22	SomMot
23	SomMot
18	SomMot
19	SomMot
15	SomMot
12	SomMot
13	SomMot
10	DorsAttn
5	Cont
11	SalVentAttn
20	Default
27	Default
7	Vis
9	Vis
16	subcortical
6	subcortical
