	communities
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	4
33	4
34	2
35	1
36	4
37	1
38	4
39	1
40	4
41	2
42	0
45	2
48	5
49	2
50	2
52	2
53	2
54	5
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	5
64	2
69	0
70	0
71	0
72	2
73	0
74	1
75	0
76	3
77	3
78	3
79	2
80	5
81	0
82	0
83	0
84	0
86	5
87	8
88	7
89	3
90	0
92	3
93	3
96	2
97	3
98	1
99	1
100	4
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	3
110	1
111	2
112	0
114	1
115	4
116	4
117	1
118	4
124	4
125	4
127	0
128	3
129	1
130	3
131	3
132	3
133	3
134	4
135	4
136	1
137	4
138	4
139	1
140	1
141	1
142	1
143	1
144	0
145	0
146	3
147	1
148	3
149	4
152	6
155	1
158	3
159	4
160	2
161	0
162	2
163	5
164	4
165	1
166	1
167	1
168	1
169	1
170	1
171	4
172	1
173	4
174	1
175	1
176	4
177	1
178	3
179	1
180	1
181	1
183	1
184	1
185	4
186	0
187	1
188	3
189	2
190	0
191	0
192	1
193	1
194	1
195	1
196	1
197	6
198	1
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	2
208	0
209	0
210	0
211	0
212	0
213	4
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	1
232	3
233	1
234	5
235	1
236	1
237	4
238	2
239	2
240	2
241	1
242	1
243	4
244	2
245	3
246	2
247	2
248	2
249	2
250	3
251	1
252	2
253	2
254	2
255	2
256	2
257	2
258	2
259	2
260	2
261	2
262	2
263	2
264	2
271	0
272	0
273	3
274	0
275	0
276	2
277	0
278	3
279	3
280	0
281	3
282	0
283	0
284	0
285	0
286	0
287	2
288	0
289	0
290	2
291	0
292	0
293	3
294	3
295	2
296	2
297	2
298	2
299	1
300	2
301	3
302	1
303	1
304	2
305	1
306	1
307	1
308	1
309	1
310	2
311	1
312	1
313	1
314	2
315	2
316	2
317	2
318	3
319	1
320	4
321	4
322	1
323	1
324	4
325	1
327	0
328	4
329	6
330	0
331	0
332	3
333	4
334	0
335	4
336	3
337	3
338	3
339	3
340	2
341	1
342	1
343	3
344	1
345	4
346	3
347	3
348	3
349	3
350	3
351	3
352	1
353	3
354	3
355	3
356	0
357	0
358	1
359	1
360	1
361	1
362	3
363	0
364	3
365	3
366	2
367	4
368	3
369	0
370	0
371	2
372	0
373	2
374	2
375	0
376	1
377	1
378	1
379	1
380	4
381	1
382	1
383	4
384	1
385	1
386	3
387	1
388	3
389	1
390	3
391	1
392	4
393	3
394	3
395	3
396	3
397	3
398	1
399	2
400	0
401	0
402	4
403	0
405	4
406	0
407	4
408	4
409	0
410	4
504	1
505	1
506	1
507	1
508	1
509	0
511	1
515	1
516	1
517	1
518	1
519	4
521	1
601	3
602	5
603	5
604	5
605	1
606	5
