	communities
2	6
3	6
4	1
5	1
6	1
7	1
8	4
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	3
29	1
30	6
31	3
34	2
35	2
36	2
38	2
41	4
49	1
50	1
54	2
55	9
56	1
58	1
60	1
61	1
62	1
63	1
64	5
65	1
66	1
67	1
68	1
70	3
71	3
72	6
73	6
75	3
77	3
78	3
80	3
81	3
82	3
83	3
84	1
85	1
87	3
88	2
89	3
90	3
98	2
99	0
101	2
102	2
103	2
104	2
105	3
106	0
107	2
108	1
109	2
110	2
111	2
112	2
113	5
114	0
115	0
116	4
117	0
125	4
126	1
127	3
130	0
134	0
135	0
136	3
137	0
138	2
139	3
140	3
141	0
142	7
143	0
144	3
145	2
146	8
147	0
148	0
154	0
155	4
158	0
161	6
162	0
164	0
167	0
168	0
169	0
171	0
172	0
173	0
174	0
176	0
177	0
178	0
179	0
180	0
181	0
183	0
184	0
186	3
187	0
188	0
189	0
190	0
191	4
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	4
202	4
203	1
204	1
205	1
206	1
207	1
208	1
209	4
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	5
225	1
226	1
227	1
228	2
229	1
230	1
231	4
232	5
233	2
234	2
235	2
236	2
237	2
238	10
239	2
240	2
241	2
242	2
243	2
244	2
245	3
246	2
247	2
248	2
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	1
259	1
260	1
261	3
262	1
263	2
264	2
265	1
266	1
267	1
268	4
269	1
270	1
271	3
272	3
273	3
274	3
275	3
276	3
277	1
278	3
279	3
280	3
281	3
282	3
283	3
284	3
285	3
286	3
287	2
288	3
289	1
290	1
291	3
292	1
293	3
294	0
295	5
296	2
297	2
298	2
299	2
300	2
301	2
302	2
303	2
304	2
305	2
306	2
307	2
308	2
309	2
310	2
311	2
312	2
313	2
314	2
315	2
316	2
317	1
318	2
319	4
320	4
321	4
322	4
323	0
324	4
325	3
326	0
327	7
328	4
329	4
331	5
332	0
333	3
334	3
335	3
336	2
337	3
338	0
339	0
340	2
341	2
342	0
343	0
344	3
345	3
346	3
347	3
348	0
349	0
350	0
351	0
352	0
353	2
354	3
355	3
356	2
357	0
358	0
359	11
360	0
361	0
362	7
363	0
364	0
365	0
366	0
367	0
368	0
369	1
370	0
371	0
372	0
373	0
374	5
375	4
376	0
377	2
378	2
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	7
401	2
402	2
403	4
404	2
405	3
406	0
407	0
408	0
409	0
410	0
504	0
505	0
506	2
507	2
508	4
509	1
511	0
515	2
516	0
517	2
518	2
519	4
521	0
601	1
602	5
603	1
604	4
605	0
606	4
