	participation_coeff	within_module_degree_zscore
2	0.7290463710968321	0.11268948128340202
3	0.6386582744601326	0.027056504446769374
4	0.6103721792384924	0.6068983742074644
5	0.48034493030071057	1.3823098470681858
6	0.49767626964335754	1.0086318153022455
7	0.7471107982455711	0.9304735597798677
8	0.4501949095206599	0.8668811797651428
9	0.4679653877903621	1.120808203544639
10	0.6908916564107237	-0.5726028164058021
11	0.5876873877685544	0.06239141002602138
12	0.6673521085279153	-1.0441754901113194
13	0.7404248816177345	0.705226829258531
15	0.6070700832466998	-1.00653011427275
16	0.7734118539416468	0.7351807696753437
17	0.6798872495687138	-0.012320729843778905
18	0.570732902817307	0.07909199810910271
19	0.37562150044275877	1.3949106521614196
20	0.7597952712108047	0.17886786368366236
21	0.7744052413904632	1.0238422806406937
22	0.7766801819746079	1.2230992420626579
23	0.39859699537145377	1.4087093960587627
24	0.5525410922950404	0.8462255316627734
25	0.7768508972637522	-1.9089175418271211
26	0.7853989223326113	1.0274094568439236
27	0.49401583943717875	1.5785562323607591
28	0.5123488228286079	1.6075761947704228
29	0.7048603754538281	0.18641769455999105
30	0.7930866707120912	0.9727234925984566
31	0.5858921643555073	0.8459775215482608
33	0.7189202962795231	-1.002483653072395
35	0.5783518132124561	0.7285610288252857
36	0.5826461220928152	-0.017895857535869492
37	0.7664595928230306	-0.4297463055664072
38	0.6264061183440279	0.5825118647272277
39	0.6500841845265793	0.3738952681372533
41	0.5160994623839085	1.2068560131511659
42	0.6128505581277551	0.1009351927797725
45	0.7232786022901462	0.4992285423440949
48	0.7006003039246909	-0.9934159592633748
49	0.7147190843030724	-0.4264251877727554
50	0.7100854463553267	0.5046351987439488
53	0.675180084434906	-0.6558920390648556
54	0.6182821935501235	0.18501771043401322
55	0.7125339920864207	-0.5383013778209504
56	0.6348537650268131	1.1253362122363229
58	0.7004591638007532	0.5846214077256512
60	0.6994367129740049	-0.1549565610175157
61	0.7519510816447922	-1.17505008715121
62	0.7142417706087503	-0.6788717648424087
63	0.7226084203463657	0.3297652471396589
64	0.6511934954144971	0.7962768282448228
65	0.6931745906777245	-2.2053247705427204
66	0.6569498492092543	1.0491189533169465
