	participation_coeff	within_module_degree_zscore
1	0.3529583296038554	1.734721025118721
2	0.3421312835565088	2.4715050217314616
3	0.47055967166498136	0.41085006244399147
4	0.7395912762523407	-1.413618020948963
5	0.5779258181691821	-3.212404721281979
6	0.3412277903588211	0.6284784250361034
7	0.7647345941554985	-0.7184492827909394
8	0.7034860910987435	-0.8058349628592355
9	0.6759168228862614	-2.307009124515085
10	0.6252081169386051	0.5497183747770295
11	0.4780852497363598	-0.7425477753775164
12	0.7670955663785689	-0.9979830352408176
13	0.6415207203526578	1.1069036289691976
14	0.6663987495439594	-0.14648280413528325
15	0.6790928565638596	-2.040788264365562
16	0.568005085263524	1.7008245766757046
17	0.7809371531941811	-0.8117391669848177
18	0.5426378582595238	0.6550189421205411
19	0.6940114319484415	-0.6956300680345088
20	0.6057747106985618	1.4833644683674794
21	0.5753920925425717	1.033508603467363
22	0.6082349240181473	1.045186154126203
23	0.5500843796911519	-0.5168556707728208
24	0.5764892207039927	-1.014998475746689
25	0.5927240021529285	0.7375503995847055
26	0.6356842181988736	0.36832735910132564
27	0.5041388794433876	-0.5263764041415613
28	0.5641471641148044	0.07071825418357018
29	0.5087055383184158	0.8018452223378602
30	0.6200123674797562	1.0252450182257962
31	0.4930852498896272	0.4029244100521792
32	0.7490094922148955	-2.099357887613041
33	0.8414430116761654	-1.0344903736025235
34	0.7967899142453874	0.616442520648702
35	0.8433466600582186	0.0
36	0.7684471403991981	0.9806160326396277
37	0.8461182706675988	0.0
38	0.8347413237379975	0.30134398584548405
39	0.8231290469890471	0.0
40	0.8521798529325446	-1.0276301153820893
41	0.8180458886400382	0.0
42	0.7451429319836218	0.0
43	0.7936232700459496	0.0
44	0.7436286413742361	0.0
45	0.800780780002617	-0.31099808654236777
46	0.6454282406084231	-0.862829752429834
47	0.7864137658317755	0.7689758423800125
48	0.7480408703634097	0.4687485410916087
49	0.6502098423589976	-0.004779686785152871
50	0.7286761591352304	0.7476006408913911
51	0.6364200753179781	0.34008900063924
52	0.639657229161948	-0.6189468829127621
53	0.6274392834776392	-0.0489861629166895
54	0.7439993124095163	-0.6363238624525706
55	0.7046759126948148	0.7974270546097314
56	0.6984737916635257	0.9588666528359248
57	0.5662206411198127	-1.0375031962130328
58	0.5505903377355771	-0.5427167183356408
59	0.6338414482180031	-0.3640575097108305
60	0.6601117724583576	-0.3036328658925979
61	0.5942852097003797	-0.9309625561634721
62	0.7236103914499129	0.4119440161726387
63	0.6601710124455819	-0.1725318625811132
64	0.7151369028775774	0.6803407286677122
65	0.6798068753105606	0.35587590767097294
66	0.7061316245777269	0.4245592863632946
67	0.7563767816770175	0.2225455648564463
68	0.7172014784178009	-2.0499769878095813
69	0.5785880656877653	1.266158168738162
70	0.41352908143319056	1.128995595778447
71	0.6238006050159456	0.3980959552340937
72	0.846349411200767	0.43394510880313425
73	0.67593605356693	-2.2001202343231756
74	0.6540872018907075	0.6117912480300454
75	0.7214239791444171	-1.723425450969193
76	0.6126338667088838	0.33830434799777975
77	0.771073512931938	0.6604444168011457
78	0.8053789608951485	0.056681831112568117
79	0.5456591187573541	0.8267563468844656
80	0.6266218951820509	-0.3849011275045144
81	0.4735913835544999	0.5329935507487557
82	0.6650502601939479	-1.236020435842687
83	0.7145742635030328	-0.33370916808003415
84	0.5202165844328795	0.603015748906742
85	0.7818381991898589	-2.229178110939615
86	0.6486225611469247	0.17606608107652294
87	0.7432672295360604	-2.0477213925801525
88	0.7243543298407566	-1.833395688505416
89	0.7046980536713758	-1.707598490889701
90	0.738796242543799	0.0
91	0.741060369866915	-0.9543276452590155
92	0.787834584254544	0.0
93	0.7800243899782215	0.0
94	0.737519490313374	0.015008453835143355
95	0.7889044627516109	0.0
96	0.82783605831533	0.11151644305974535
97	0.6258846326457788	0.4455666306817684
98	0.8263709377370905	-1.1180035930668548
99	0.7704543790523145	1.8288159104509343
100	0.6834501452234129	0.5466502712589217
101	0.8314552169331818	-1.37896563027667
102	0.7290654647209706	0.0
103	0.8128168852334927	0.9983426980205663
104	0.8208688958639686	-1.248038747879934
105	0.7795299932000355	0.22658664239667034
106	0.4658759321815624	-0.5586027847353303
107	0.7878296160781924	0.8951933848413973
108	0.8056155868333476	0.5951720007183398
109	0.6664919985257094	-0.311214080061965
110	0.7227032374062802	-1.2670212541042913
111	0.7133228408220622	0.0305985760481652
112	0.7616583169598112	0.06611914628413103
113	0.7713947370950938	0.7664444820230129
115	0.7691190520105562	-1.67021411279329
116	0.7838890045254228	-0.4058709219275153
118	0.7306985915379698	-1.0311584259984274
119	0.2595539278174527	0.9988714679328852
120	0.43067322355773774	1.5030127411186942
121	0.5105434305693142	0.11756440792400084
123	0.4057837660085786	1.2185207576965982
124	0.3924507966254539	1.5253433589885244
125	0.5761490458259857	0.8836499693274714
126	0.42982149051689456	1.288251712325618
127	0.6360960177537549	-1.157426541561598
128	0.810774895145068	0.9161330801177346
129	0.8253913896158269	0.8706355952641649
130	0.7149748703154108	0.26248837481716975
131	0.7513320833552677	1.3254209428861337
132	0.6364973202452254	-0.6285267831854133
133	0.40824993013657374	1.7451658630193074
134	0.7247084232934562	0.9747566585307139
135	0.6865231234639371	0.2368826496925151
136	0.832144317832869	-0.9190990419782716
137	0.7083183524365249	-0.17133337905542353
138	0.66397173872088	-0.6970183844102247
139	0.7690388891855084	-1.3844236567358625
140	0.8252207139910221	-0.9051964011885426
141	0.6477684057341052	0.1618356071429954
142	0.6201278578964258	-0.23773238623247225
143	0.8058727911064375	-1.008485298831507
144	0.5754261861707424	1.5813880613212354
145	0.8159314093991201	-2.2680067176684076
146	0.7374149485938202	0.0
147	0.8587673398544495	-0.4717409929106767
148	0.5838167039859561	-0.056740364900271
149	0.31361482312540956	0.9262307328684488
151	0.5108394934869905	-0.49847007869949606
152	0.6948225816019555	0.3562237558861569
153	0.7816335686031124	0.19732215035480888
154	0.5789163915852498	0.8959674362357135
155	0.6798724988826685	0.9231167787435874
