	subject	run	disp_max_pc_in	disp_med_pc_in	disp_max_pc_out	disp_med_pc_out	disp_max_z_in	disp_med_z_in	disp_max_z_out	disp_med_z_out	max_pc_eson_in	med_pc_eson_in	max_pc_esoff_out	med_pc_esoff_out	max_z_eson_in	med_z_eson_in	max_z_esoff_out	med_z_esoff_out	max_pc_esoff_in	med_pc_esoff_in	max_pc_eson_out	med_pc_eson_out	max_z_esoff_in	med_z_esoff_in	max_z_eson_out	med_z_eson_out
42	316	6	0.008982034558035146	0.023282936946727117	0.00830190368572703	-0.002967918219409227	0.1682991135064753	-0.19617521186320425	0.10998051125771457	0.02558681571430505	0.8376021711843123	0.6443736492839308	0.8476893779560035	0.710568784657496	1.8032529706989788	-0.0029741322936205623	2.3517427084240468	0.004864237716072714	0.8286201366262772	0.6210907123372037	0.8559912816417306	0.7076008664380867	1.6349538571925035	0.19320107956958368	2.4617232196817613	0.030451053430377767
44	316	3	-0.0025525468455663836	-0.00801563498543667	-0.0032615777499834797	0.04579495147997992	-0.17903845604546254	-0.07700014086818299	-0.14668000061980768	0.021205277546409673	0.8325484814242937	0.7664571348656515	0.8423056923403844	0.6521078246871207	1.3527248753491783	0.1831869312575549	2.2313738095997886	0.028390640561840094	0.8351010282698601	0.7744727698510881	0.839044114590401	0.6979027761671006	1.5317633313946408	0.2601870721257379	2.084693808979981	0.049595918108249766
45	314	3	-0.0337469525436912	0.006273136102394994	0.019434357615754183	-0.017241181685924367	0.0	0.0	-0.30888883204829387	0.11122301709831017	0.7320343343654646	0.7291158984106558	0.8250735187752004	0.6786637173071768	0.0	0.0	2.1691706453499187	0.00046993745339386555	0.7657812869091558	0.7228427623082608	0.8445078763909546	0.6614225356212524	0.0	0.0	1.8602818133016248	0.11169295455170404
47	405	4	0.013508181658189566	-0.00943091101030169	0.0073150870827501935	0.0024999172564974526	-0.17841337094019227	-0.13373873892557914	0.04501021294183305	0.018119501280053338	0.8580341338340057	0.8100715192538279	0.8468561019927586	0.7579637721534311	2.0617867409942328	-0.0542632819193517	1.9197092640670737	0.08263591491572876	0.8445259521758162	0.8195024302641296	0.8541711890755088	0.7604636894099286	2.240200111934425	0.07947545700622742	1.9647194770089067	0.1007554161957821
48	314	5	-0.019497797616798818	0.05415895697257578	-0.00900019091071902	-0.02371615381117731	-0.44382622721803067	0.050626988632311715	-0.020882787856813856	-0.05083309298050225	0.7780983099024942	0.5472312457238024	0.8553201555161213	0.7532392366631891	1.6011568317610236	0.19010076051292765	2.150340462309808	0.05332793645472998	0.797596107519293	0.49307228875122666	0.8463199646054023	0.7295230828520118	2.0449830589790543	0.13947377188061594	2.1294576744529943	0.002494843474227731
50	335	6	0.016728537010761935	-0.0037425561947511676	-0.001165462945392881	0.013372181313678455	0.10111901498007847	-0.06021020890116818	-0.40404168837358956	-0.08314014793731231	0.7580425797506329	0.6838575395585155	0.7696455924762724	0.6628030719459506	1.8093138992525424	0.1760059674092252	2.5449865941343472	0.12292227499672602	0.741314042739871	0.6876000957532666	0.7684801295308795	0.676175253259629	1.708194884272464	0.23621617631039338	2.1409449057607577	0.03978212705941372
51	292	4	-0.020539263727501256	0.08601049106019276	-0.0064634816107586035	0.019252111313788456	0.4600878094961358	-0.4044434307198723	0.060748201219593234	0.004541353717363396	0.8448127217446897	0.7730376512369479	0.8783120740665379	0.7513899583158035	2.1747643780296197	-0.1845388169176879	2.155671527104273	0.019713863565960922	0.8653519854721909	0.6870271601767551	0.8718485924557793	0.7706420696295919	1.714676568533484	0.21990461380218443	2.2164197283238662	0.024255217283324318
52	335	5	0.007991682466601535	-0.005989775050615043	-5.983949463894689e-05	-0.010400531254471823	-0.3285753399168363	0.30651132384283825	0.2012471999310701	-0.13548285779451638	0.7656965911054239	0.628540174944552	0.7624721549759457	0.6499814971772991	1.5750448836108517	0.2967380990441213	1.6713584714020226	0.1737336166885387	0.7577049086388223	0.6345299499951671	0.7624123154813067	0.6395809659228273	1.903620223527688	-0.009773224798716933	1.8726056713330927	0.03825075889402232
54	400	5	-0.016507986677109288	0.05711425362962319	-0.01044949383886562	0.046359782807509964	-0.17074692764189914	0.11263944045825278	-0.5535599024718605	0.1380277732579735	0.7532896492683477	0.5627702574676914	0.7807103622261085	0.6383480921129355	1.5866708720947285	0.17197391942183504	2.181900075874602	0.07256531458628676	0.769797635945457	0.5056560038380682	0.7702608683872428	0.6847078749204455	1.7574177997366276	0.059334478963582266	1.6283401734027414	0.21059308784426026
55	316	4	-0.004696465661620297	0.014524418685182727	0.0046095720781316185	0.02373466522188017	-0.45863569448551766	0.2782052313036162	-0.0905019601840662	0.13517402068142373	0.8205415030045684	0.7834850674120999	0.8503559072833315	0.6820719838292371	1.2774695788707415	0.3921886057165159	2.0386820179486023	0.0	0.8252379686661887	0.7689606487269172	0.8549654793614632	0.7058066490511172	1.7361052733562592	0.11398337441289971	1.948180057764536	0.13517402068142373
58	314	4	-0.0206496940609856	0.03048665831751385	-0.030249782293559013	0.0019069248751493184	0.5124428994449466	-0.20438593792641546	-0.003353824493760982	0.0	0.801687676235709	0.7393441960812346	0.8473335419116073	0.7482192015764473	1.9377094817015204	0.03495251027946168	2.023438923917727	0.0	0.8223373702966946	0.7088575377637207	0.8170837596180482	0.7501261264515966	1.4252665822565738	0.23933844820587716	2.020085099423966	0.0
60	405	3	0.04656115924270543	0.06854490804360891	0.006159766515287157	0.00041981527092560533	0.02364230944458523	-0.15960962974607062	0.08415055805392013	0.019699344332921476	0.8347789469923996	0.5943057439303696	0.8413896451236967	0.760965307530971	1.804778114006162	-0.07991185254451759	2.054660858598224	0.1115879429528164	0.7882177877496942	0.5257608358867607	0.8475494116389839	0.7613851228018966	1.7811358045615768	0.07969777720155302	2.138811416652144	0.13128728728573788
61	405	6	0.008297794372671419	0.032975919603836945	0.008950508728931772	0.020905675360045062	-0.06930352633778414	-0.15922215128063597	0.4006892329031	-0.023136428634089115	0.8336591764172354	0.6717323690508039	0.8351373455629835	0.7451825008829728	1.910422547634101	-0.08022940622857247	1.9483921167681844	0.023136428634089115	0.825361382044564	0.638756449446967	0.8440878542919152	0.7660881762430178	1.9797260739718852	0.0789927450520635	2.3490813496712843	0.0
63	399	6	0.0005512443728832306	0.003461528493873045	0.00043685410489358034	-0.001105129000194327	0.12293192206363246	0.12681506190087416	-0.1280528895849229	0.013870750474322902	0.7513844198153816	0.7151012967541981	0.7562104621513352	0.7184626594439264	1.6411489618373556	0.2128892157710254	1.6731297177466709	0.1653656138211968	0.7508331754424984	0.711639768260325	0.7566473162562288	0.7173575304437321	1.5182170397737231	0.08607415387015124	1.545076828161748	0.1792363642955197
65	376	2	0.0016498317787760897	0.02379637508521537	-0.0011847215939295719	0.001538424846691644	-0.3338150704995244	0.12367479892813033	0.09836144516545398	-0.11907354507307796	0.8187705982170352	0.7148083148397387	0.8231229265342221	0.744033850537401	1.4502197863480304	0.19198858705253674	1.7515745101343083	0.11907354507307796	0.8171207664382591	0.6910119397545234	0.8219382049402926	0.7455722753840927	1.7840348568475548	0.06831378812440642	1.8499359552997623	0.0
66	292	5	-0.00954198817457752	0.032554212922733305	-0.01097638700816217	0.016299994067936474	-0.02844717611094727	0.14245715097555448	-0.19092915156282597	0.007397494958419862	0.8232993838656654	0.673697810867338	0.8834687687334148	0.7112284732307781	1.5598885024576896	0.07175295761088846	2.0138076856456517	0.039473825945649355	0.8328413720402429	0.6411435979446047	0.8724923817252527	0.7275284672987146	1.5883356785686369	-0.07070419336466602	1.8228785340828257	0.046871320904069216
67	335	10	0.01278563517604736	0.023521881913855625	0.013225670238313003	-0.006514787064313743	0.2380491530263653	-0.1488587917811769	-0.4012941009038373	-0.0671734863492345	0.7662979091206726	0.7103653163999719	0.7544971181188315	0.6482180573816646	2.125813327916206	-0.03191091819837311	2.1850636779284005	0.08048877252672569	0.7535122739446253	0.6868434344861163	0.7677227883571445	0.6417032703173509	1.8877641748898408	0.11694787358280379	1.7837695770245632	0.013315286177491184
68	303	1	0.07506997111308056	0.07506997111308056	-0.004778206065625734	0.04380670690906652	0.0	0.0	0.12909486314384555	-0.014022253601647314	0.7651751308585567	0.7651751308585567	0.817149920569793	0.6032052615310769	0.0	0.0	2.0331515925188666	0.10743434924979443	0.6901051597454761	0.6901051597454761	0.8123717145041672	0.6470119684401434	0.0	0.0	2.162246455662712	0.09341209564814712
69	307	2	-0.010733024506786704	0.00875895759191847	0.006382666511309254	0.0275109798333546	-0.528209475664071	0.04128501760857415	0.043296043678400675	-0.016968175378146322	0.8137490237109182	0.713821409181598	0.8289532255266919	0.7397151443702659	1.721372908191633	0.01380973378498089	2.0667140226154697	0.0257120911533626	0.8244820482177049	0.7050624515896795	0.8353358920380012	0.7672261242036205	2.249582383855704	-0.02747528382359326	2.1100100662938703	0.008743915775216278
