	participation_coeff	within_module_degree_zscore
2	0.7576834296229449	0.09980297126321758
3	0.488329873164014	-0.4772737719037607
4	0.5788143332335989	-0.1926712273060315
5	0.3244596022007151	0.5651885324431106
6	0.43266854326013726	0.6495459001680718
7	0.7096845989815554	0.7198455820846732
8	0.42454385567931796	0.8834081507574302
9	0.5101298712776511	0.6682586306100251
10	0.6344702831695095	-1.3480798220997132
11	0.42849167262484034	0.1696368780682538
12	0.5591557235211646	-0.3602114537806671
13	0.7307064767984892	-0.18519824620177544
15	0.34473766898332836	0.19884629834849568
16	0.7238779595733987	0.6715571384886151
17	0.534512276770165	-0.3951680265083098
18	0.4380676748989084	0.09755857760052747
19	0.36156478120623314	1.5592673106214199
20	0.7849656100356917	-0.7025971540827455
21	0.7111052854411589	1.0754003144846291
22	0.744497271285355	0.9058493459051324
23	0.3291496982567964	1.7364111618077784
24	0.3469236351160616	1.298855828047601
25	0.6204717376011082	-0.5277756446915698
26	0.7756316351601877	1.0746560860996621
27	0.47443768160219923	1.6603737655280786
28	0.5335442814451749	1.4986894353552962
29	0.47752630804769836	1.3843086662913013
30	0.7691359024364093	1.4209492928427765
31	0.5044248160290139	1.3115783351906387
33	0.6260982279192957	-0.4699403079739006
35	0.5941057339579013	-0.10537818021781713
36	0.5529019668836515	0.24471971903611103
37	0.754122809384199	-1.5084723644481628
38	0.5578331795467203	0.053527905511986724
39	0.6982658731202186	-0.6000439110757524
41	0.5114589776510675	1.0038350980433046
42	0.528809324362046	1.1280681057554935
45	0.6721906856868856	-0.6778236486982173
48	0.5764191834793002	0.5465012683418013
49	0.6115996682608631	0.2626761738763511
50	0.6335153110406622	0.6988255796081619
53	0.712612719028707	-1.222281679282926
54	0.542173278809476	0.10293028185316022
55	0.5120447289417952	0.7549517676736146
56	0.5259041389859348	1.0948115398736047
58	0.5575497763860403	0.13168580286009657
60	0.5590791584600789	-0.6386701357681446
61	0.7035153663211917	-1.9069647624409214
62	0.5696650772378934	-1.10718119773866
