	participation_coeff	within_module_degree_zscore
1	0.6677101381384207	0.07243276343894595
2	0.6916955460390088	-0.18430009067249592
3	0.5672118926371263	1.0061963158147151
4	0.6306042544526385	0.7113998154244718
5	0.4971296381132334	1.6006058518118909
6	0.572273306490272	0.8719862868591335
7	0.6501777369715411	0.18533054507157515
8	0.6868943100584052	-0.18517879128396111
9	0.5901967328620823	0.6556811737952765
10	0.7207503428110864	-2.1098416701389042
11	0.6755219284133642	0.08134768687006019
12	0.6981592832678996	-0.19936425018025933
13	0.7002201444576035	-0.5391264239935668
14	0.6481553188918812	-0.16922847744587577
15	0.6351598873636781	-0.3052662179207078
16	0.744220902298458	-2.420518147785851
17	0.6656101534159499	0.006197956271513943
18	0.6977959666102855	-0.3208659175916162
19	0.5690131938124768	0.6390888675010028
20	0.6604244316575598	-0.858564578612203
21	0.7254076138516451	-1.133278848729513
22	0.7428553607472577	-2.390952040557202
23	0.685209420737863	0.21127550304330972
24	0.7014211754985789	-0.04123802580591258
25	0.7113925194978434	-1.457467684450398
26	0.7457266731276384	-1.2947304849665913
27	0.547933022763921	1.5722769884852583
28	0.6569060706898406	0.35027209330545217
29	0.6698543874906167	-0.6261352588975754
30	0.7143382380232501	-0.8908180725739218
31	0.7503660314299738	-0.24068845510996517
32	0.7739764926548149	-1.6505272081817635
33	0.7991287367642639	-2.2742574412025593
34	0.6922905707399705	-0.1376321497367352
35	0.7177962975395786	-0.6455178117980348
36	0.6454507275704433	0.15544794257822234
37	0.7847963071252289	-1.0263773399857374
38	0.7358601751137565	-0.6153101284448024
39	0.7951347071418686	1.752577834261085
40	0.7237569701792592	-0.860815841383973
41	0.6838495787734485	0.12233091455732262
42	0.7364224570941591	-0.6225631397924906
43	0.7893975788413765	-1.9668647662071281
44	0.8035788650430096	-0.07085006266174275
45	0.764253958461814	-0.5499677580143347
46	0.7807823339124101	-2.0783711559721336
47	0.6971262138049985	-1.3434050671285416
48	0.7433950995056037	-1.677279434007229
49	0.6129219925676791	1.0946454813058224
50	0.578397841883215	0.3900965658841848
51	0.619859480288569	-0.2505885528527908
52	0.7332471723438245	-1.36777181456948
53	0.5564263503043831	0.14918964880693464
54	0.6132761603800203	1.1727396991647085
55	0.6034554330177768	0.6839999291011756
56	0.5998089055606095	1.0904075175205767
57	0.559458447097185	0.4303565440804236
58	0.6541529366164145	-0.11415874573775495
59	0.5799289349670234	0.5539127976275116
60	0.5745739739363127	0.3094878555333029
